bot,season,stage,opponent,won,method,result_text
The Twins,BattleBots Proving Ground,Exhibition Matches,Fireball,False,ko,Lost (KO)
The Twins,BattleBots Proving Ground,Exhibition Matches,Fireball,True,,Withdrew
The Twins,Group C,Round Robin Match #1,Cobalt,True,ko,Won (KO)
The Twins,Group C,Round Robin Match #?,JackPot,False,,TBD
The Twins,Group C,Round Robin Match #?,Copperhead,False,,TBD
